nome_feature,origem,tipo,dataset,quantidade_total,quantidade_valida,quantidade_ausente,percentual_valido,minimo,maximo,media,mediana,desvio_padrao,p01,p05,p25,p75,p95,p99,quantidade_zero,quantidade_nao_zero,percentual_nao_zero,quantidade_distintos,frequencias
path_nested_extension_transition,path,binaria,anomalo,25065,25065,0,100,0,1,0.044923,0,0.207135,0,0,0,0,0,1,23939,1126,4.49232,2,0=23939; 1=1126
path_max_segment_length,path,contagem,normal,36000,36000,0,100,8,19,10.861111,10,2.730006,8,8,9,12,19,19,0,36000,100,9,
path_max_segment_length,path,contagem,anomalo,25065,25065,0,100,0,29,12.26152,10,4.04518,0,9,10,14,19,24,265,24800,98.942749,25,
path_trailing_slash,path,binaria,normal,36000,36000,0,100,0,0,0,0,0,0,0,0,0,0,0,36000,0,0,1,0=36000
path_trailing_slash,path,binaria,anomalo,25065,25065,0,100,0,1,0.030122,0,0.170922,0,0,0,0,0,1,24310,755,3.012168,2,0=24310; 1=755
path_backslash_count,path,contagem,normal,36000,36000,0,100,0,0,0,0,0,0,0,0,0,0,0,36000,0,0,1,
path_backslash_count,path,contagem,anomalo,25065,25065,0,100,0,0,0,0,0,0,0,0,0,0,0,25065,0,0,1,
query_present,query,binaria,normal,36000,36000,0,100,0,1,0.222222,0,0.41574,0,0,0,0,1,1,28000,8000,22.222222,2,0=28000; 1=8000
query_present,query,binaria,anomalo,25065,25065,0,100,0,1,0.383363,0,0.486206,0,0,0,1,1,1,15456,9609,38.336326,2,0=15456; 1=9609
query_parameter_count,query,contagem,normal,36000,8000,28000,22.222222,1,13,5.25,4,4.736824,1,1,1,7,13,13,0,8000,100,4,
query_parameter_count,query,contagem,anomalo,25065,9609,15456,38.336326,1,13,5.824852,5,4.763992,1,1,1,13,13,13,0,9609,100,4,
query_distinct_parameter_name_count,query,contagem,normal,36000,8000,28000,22.222222,1,13,5.25,4,4.736824,1,1,1,7,13,13,0,8000,100,4,
query_distinct_parameter_name_count,query,contagem,anomalo,25065,9609,15456,38.336326,1,13,5.824852,5,4.763992,1,1,1,13,13,13,0,9609,100,4,
query_repeated_parameter_count,query,contagem,normal,36000,8000,28000,22.222222,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,1,
query_repeated_parameter_count,query,contagem,anomalo,25065,9609,15456,38.336326,0,0,0,0,0,0,0,0,0,0,0,9609,0,0,1,
query_empty_name_count,query,contagem,normal,36000,8000,28000,22.222222,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,1,
query_empty_name_count,query,contagem,anomalo,25065,9609,15456,38.336326,0,0,0,0,0,0,0,0,0,0,0,9609,0,0,1,
query_empty_value_count,query,contagem,normal,36000,8000,28000,22.222222,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,1,
query_empty_value_count,query,contagem,anomalo,25065,9609,15456,38.336326,0,1,0.001249,0,0.035317,0,0,0,0,0,0,9597,12,0.124883,2,
query_without_equals_count,query,contagem,normal,36000,8000,28000,22.222222,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,1,
query_without_equals_count,query,contagem,anomalo,25065,9609,15456,38.336326,0,1,0.001249,0,0.035317,0,0,0,0,0,0,9597,12,0.124883,2,
query_mean_name_length,query,continua,normal,36000,8000,28000,22.222222,2,8,4.515385,4.6,1.835321,2,2,3.5,5.461538,8,8,0,8000,100,não calculado,
query_mean_name_length,query,continua,anomalo,25065,9609,15456,38.336326,2,10,4.76035,4.8,1.626213,2,2,4,5.461538,8,9,0,9609,100,não calculado,
query_max_name_length,query,contagem,normal,36000,8000,28000,22.222222,2,9,6.5,8,2.738613,2,2,5,8.25,9,9,0,8000,100,4,
query_max_name_length,query,contagem,anomalo,25065,9609,15456,38.336326,2,10,7.024873,8,2.443174,2,2,6,9,9,10,0,9609,100,8,
query_mean_value_length,query,continua,normal,36000,8000,28000,22.222222,1,24,10.328172,8.833333,6.427254,1,1,6.4,14,24,24,0,8000,100,não calculado,
query_mean_value_length,query,continua,anomalo,25065,9609,15456,38.336326,0,370,16.589099,11.230769,26.707628,1,1,7,15,52,88,12,9597,99.875117,não calculado,
query_max_value_length,query,contagem,normal,36000,8000,28000,22.222222,1,64,16.637,16,9.686097,1,1,9,24,33,40,0,8000,100,54,
query_max_value_length,query,contagem,anomalo,25065,9609,15456,38.336326,0,370,29.037881,21,36.424116,1,1,14,33,68,145.84,12,9597,99.875117,129,
query_total_value_length,query,contagem,normal,36000,8000,28000,22.222222,1,203,53.16825,26,56.70773,1,1,17,59.25,160,172,0,8000,100,102,
query_total_value_length,query,contagem,anomalo,25065,9609,15456,38.336326,0,515,72.461963,36,68.084136,1,1,24,140,183,262.92,12,9597,99.875117,286,
body_present,body,binaria,normal,36000,36000,0,100,0,1,0.222222,0,0.41574,0,0,0,0,1,1,28000,8000,22.222222,2,0=28000; 1=8000
body_present,body,binaria,anomalo,25065,25065,0,100,0,1,0.398045,0,0.489495,0,0,0,1,1,1,15088,9977,39.804508,2,0=15088; 1=9977
body_parameter_count,body,contagem,normal,36000,8000,28000,22.222222,1,13,5.25,4,4.736824,1,1,1,7,13,13,0,8000,100,4,
body_parameter_count,body,contagem,anomalo,25065,9977,15088,39.804508,1,13,5.826902,5,4.762012,1,1,1,13,13,13,0,9977,100,4,
body_distinct_parameter_name_count,body,contagem,normal,36000,8000,28000,22.222222,1,13,5.25,4,4.736824,1,1,1,7,13,13,0,8000,100,4,
body_distinct_parameter_name_count,body,contagem,anomalo,25065,9977,15088,39.804508,1,13,5.826902,5,4.762012,1,1,1,13,13,13,0,9977,100,4,
body_repeated_parameter_count,body,contagem,normal,36000,8000,28000,22.222222,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,1,
body_repeated_parameter_count,body,contagem,anomalo,25065,9977,15088,39.804508,0,0,0,0,0,0,0,0,0,0,0,9977,0,0,1,
body_empty_name_count,body,contagem,normal,36000,8000,28000,22.222222,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,1,
body_empty_name_count,body,contagem,anomalo,25065,9977,15088,39.804508,0,0,0,0,0,0,0,0,0,0,0,9977,0,0,1,
body_empty_value_count,body,contagem,normal,36000,8000,28000,22.222222,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,1,
body_empty_value_count,body,contagem,anomalo,25065,9977,15088,39.804508,0,0,0,0,0,0,0,0,0,0,0,9977,0,0,1,
body_without_equals_count,body,contagem,normal,36000,8000,28000,22.222222,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,1,
body_without_equals_count,body,contagem,anomalo,25065,9977,15088,39.804508,0,0,0,0,0,0,0,0,0,0,0,9977,0,0,1,
body_mean_name_length,body,continua,normal,36000,8000,28000,22.222222,2,8,4.515385,4.6,1.835321,2,2,3.5,5.461538,8,8,0,8000,100,não calculado,
body_mean_name_length,body,continua,anomalo,25065,9977,15088,39.804508,2,9,4.742803,4.8,1.625505,2,2,4,5.461538,8,9,0,9977,100,não calculado,
body_max_name_length,body,contagem,normal,36000,8000,28000,22.222222,2,9,6.5,8,2.738613,2,2,5,8.25,9,9,0,8000,100,4,
body_max_name_length,body,contagem,anomalo,25065,9977,15088,39.804508,2,10,7.009121,8,2.457215,2,2,6,9,9,10,0,9977,100,7,
body_mean_value_length,body,continua,normal,36000,8000,28000,22.222222,1,24,10.328172,8.833333,6.427254,1,1,6.4,14,24,24,0,8000,100,não calculado,
body_mean_value_length,body,continua,anomalo,25065,9977,15088,39.804508,1,370,16.234025,11.153846,26.133522,1,1,7,14.692308,51,88,0,9977,100,não calculado,
body_max_value_length,body,contagem,normal,36000,8000,28000,22.222222,1,64,16.637,16,9.686097,1,1,9,24,33,40,0,8000,100,54,
body_max_value_length,body,contagem,anomalo,25065,9977,15088,39.804508,1,370,28.484715,21,35.803771,1,1,14,33,67,143,0,9977,100,128,
body_total_value_length,body,contagem,normal,36000,8000,28000,22.222222,1,203,53.16825,26,56.70773,1,1,17,59.25,160,172,0,8000,100,102,
body_total_value_length,body,contagem,anomalo,25065,9977,15088,39.804508,1,515,71.838228,36,67.817925,1,1,24,139,182,258.72,0,9977,100,285,
header_has_accept,headers,binaria,normal,36000,36000,0,100,1,1,1,1,0,1,1,1,1,1,1,0,36000,100,1,1=36000
header_has_accept,headers,binaria,anomalo,25065,25065,0,100,1,1,1,1,0,1,1,1,1,1,1,0,25065,100,1,1=25065
header_has_accept_charset,headers,binaria,normal,36000,36000,0,100,1,1,1,1,0,1,1,1,1,1,1,0,36000,100,1,1=36000
header_has_accept_charset,headers,binaria,anomalo,25065,25065,0,100,1,1,1,1,0,1,1,1,1,1,1,0,25065,100,1,1=25065
header_has_accept_encoding,headers,binaria,normal,36000,36000,0,100,1,1,1,1,0,1,1,1,1,1,1,0,36000,100,1,1=36000
header_has_accept_encoding,headers,binaria,anomalo,25065,25065,0,100,1,1,1,1,0,1,1,1,1,1,1,0,25065,100,1,1=25065
header_has_accept_language,headers,binaria,normal,36000,36000,0,100,1,1,1,1,0,1,1,1,1,1,1,0,36000,100,1,1=36000
header_has_accept_language,headers,binaria,anomalo,25065,25065,0,100,1,1,1,1,0,1,1,1,1,1,1,0,25065,100,1,1=25065
header_has_cache_control,headers,binaria,normal,36000,36000,0,100,1,1,1,1,0,1,1,1,1,1,1,0,36000,100,1,1=36000
header_has_cache_control,headers,binaria,anomalo,25065,25065,0,100,1,1,1,1,0,1,1,1,1,1,1,0,25065,100,1,1=25065
header_has_connection,headers,binaria,normal,36000,36000,0,100,1,1,1,1,0,1,1,1,1,1,1,0,36000,100,1,1=36000
header_has_connection,headers,binaria,anomalo,25065,25065,0,100,1,1,1,1,0,1,1,1,1,1,1,0,25065,100,1,1=25065
header_has_content_length,headers,binaria,normal,36000,36000,0,100,0,1,0.222222,0,0.41574,0,0,0,0,1,1,28000,8000,22.222222,2,0=28000; 1=8000
header_has_content_length,headers,binaria,anomalo,25065,25065,0,100,0,1,0.398045,0,0.489495,0,0,0,1,1,1,15088,9977,39.804508,2,0=15088; 1=9977
header_has_content_type,headers,binaria,normal,36000,36000,0,100,0,1,0.222222,0,0.41574,0,0,0,0,1,1,28000,8000,22.222222,2,0=28000; 1=8000
header_has_content_type,headers,binaria,anomalo,25065,25065,0,100,0,1,0.398045,0,0.489495,0,0,0,1,1,1,15088,9977,39.804508,2,0=15088; 1=9977
header_has_cookie,headers,binaria,normal,36000,36000,0,100,1,1,1,1,0,1,1,1,1,1,1,0,36000,100,1,1=36000
header_has_cookie,headers,binaria,anomalo,25065,25065,0,100,1,1,1,1,0,1,1,1,1,1,1,0,25065,100,1,1=25065
header_has_host,headers,binaria,normal,36000,36000,0,100,1,1,1,1,0,1,1,1,1,1,1,0,36000,100,1,1=36000
header_has_host,headers,binaria,anomalo,25065,25065,0,100,1,1,1,1,0,1,1,1,1,1,1,0,25065,100,1,1=25065
header_has_pragma,headers,binaria,normal,36000,36000,0,100,1,1,1,1,0,1,1,1,1,1,1,0,36000,100,1,1=36000
header_has_pragma,headers,binaria,anomalo,25065,25065,0,100,1,1,1,1,0,1,1,1,1,1,1,0,25065,100,1,1=25065
header_has_user_agent,headers,binaria,normal,36000,36000,0,100,1,1,1,1,0,1,1,1,1,1,1,0,36000,100,1,1=36000
header_has_user_agent,headers,binaria,anomalo,25065,25065,0,100,1,1,1,1,0,1,1,1,1,1,1,0,25065,100,1,1=25065
header_unique_count,headers,contagem,normal,36000,36000,0,100,10,12,10.444444,10,0.831479,10,10,10,10,12,12,0,36000,100,2,
header_unique_count,headers,contagem,anomalo,25065,25065,0,100,10,12,10.79609,10,0.97899,10,10,10,12,12,12,0,25065,100,2,
header_value_count,headers,contagem,normal,36000,36000,0,100,10,12,10.444444,10,0.831479,10,10,10,10,12,12,0,36000,100,2,
header_value_count,headers,contagem,anomalo,25065,25065,0,100,10,12,10.79609,10,0.97899,10,10,10,12,12,12,0,25065,100,2,
header_duplicate_count,headers,contagem,normal,36000,36000,0,100,0,0,0,0,0,0,0,0,0,0,0,36000,0,0,1,
header_duplicate_count,headers,contagem,anomalo,25065,25065,0,100,0,0,0,0,0,0,0,0,0,0,0,25065,0,0,1,
content_type_is_form_urlencoded,headers,binaria,normal,36000,8000,28000,22.222222,1,1,1,1,0,1,1,1,1,1,1,0,8000,100,1,1=8000
content_type_is_form_urlencoded,headers,binaria,anomalo,25065,9977,15088,39.804508,1,1,1,1,0,1,1,1,1,1,1,0,9977,100,1,1=9977
content_length_valid,headers,binaria,normal,36000,8000,28000,22.222222,1,1,1,1,0,1,1,1,1,1,1,0,8000,100,1,1=8000
content_length_valid,headers,binaria,anomalo,25065,9977,15088,39.804508,1,1,1,1,0,1,1,1,1,1,1,0,9977,100,1,1=9977
content_length_declared,headers,contagem,normal,36000,8000,28000,22.222222,4,307,91.56175,47.5,95.642859,4,4,29,110.5,264,277,0,8000,100,116,
content_length_declared,headers,contagem,anomalo,25065,9977,15088,39.804508,4,836,122.054024,72,111.019695,5,5,41,243,299,392.68,0,9977,100,382,
body_length_bytes,headers,contagem,normal,36000,36000,0,100,0,307,20.347056,0,59.006776,0,0,0,0,237,265,28000,8000,22.222222,117,
body_length_bytes,headers,contagem,anomalo,25065,25065,0,100,0,836,48.583004,0,92.062462,0,0,0,62,264,324,15088,9977,39.804508,383,
content_length_delta,headers,contagem_assinada,normal,36000,8000,28000,22.222222,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,1,
content_length_delta,headers,contagem_assinada,anomalo,25065,9977,15088,39.804508,0,0,0,0,0,0,0,0,0,0,0,9977,0,0,1,
content_length_matches_body,headers,binaria,normal,36000,8000,28000,22.222222,1,1,1,1,0,1,1,1,1,1,1,0,8000,100,1,1=8000
content_length_matches_body,headers,binaria,anomalo,25065,9977,15088,39.804508,1,1,1,1,0,1,1,1,1,1,1,0,9977,100,1,1=9977
user_agent_length,headers,contagem,normal,36000,36000,0,100,71,71,71,71,0,71,71,71,71,71,71,0,36000,100,1,
user_agent_length,headers,contagem,anomalo,25065,25065,0,100,71,71,71,71,0,71,71,71,71,71,71,0,25065,100,1,
user_agent_token_count,headers,contagem,normal,36000,36000,0,100,7,7,7,7,0,7,7,7,7,7,7,0,36000,100,1,
user_agent_token_count,headers,contagem,anomalo,25065,25065,0,100,7,7,7,7,0,7,7,7,7,7,7,0,25065,100,1,
user_agent_parenthesis_count,headers,contagem,normal,36000,36000,0,100,4,4,4,4,0,4,4,4,4,4,4,0,36000,100,1,
user_agent_parenthesis_count,headers,contagem,anomalo,25065,25065,0,100,4,4,4,4,0,4,4,4,4,4,4,0,25065,100,1,
host_header_length,headers,contagem,normal,36000,36000,0,100,14,14,14,14,0,14,14,14,14,14,14,0,36000,100,1,
host_header_length,headers,contagem,anomalo,25065,25065,0,100,14,14,14,14,0,14,14,14,14,14,14,0,25065,100,1,
host_header_port_present,headers,binaria,normal,36000,36000,0,100,1,1,1,1,0,1,1,1,1,1,1,0,36000,100,1,1=36000
host_header_port_present,headers,binaria,anomalo,25065,25065,0,100,1,1,1,1,0,1,1,1,1,1,1,0,25065,100,1,1=25065
host_header_port_valid,headers,binaria,normal,36000,36000,0,100,1,1,1,1,0,1,1,1,1,1,1,0,36000,100,1,1=36000
host_header_port_valid,headers,binaria,anomalo,25065,25065,0,100,1,1,1,1,0,1,1,1,1,1,1,0,25065,100,1,1=25065
host_matches_url_host,headers,binaria,normal,36000,36000,0,100,1,1,1,1,0,1,1,1,1,1,1,0,36000,100,1,1=36000
host_matches_url_host,headers,binaria,anomalo,25065,25065,0,100,1,1,1,1,0,1,1,1,1,1,1,0,25065,100,1,1=25065
cookie_length,headers,contagem,normal,36000,36000,0,100,43,43,43,43,0,43,43,43,43,43,43,0,36000,100,1,
cookie_length,headers,contagem,anomalo,25065,25065,0,100,43,43,43,43,0,43,43,43,43,43,43,0,25065,100,1,
cookie_pair_count,headers,contagem,normal,36000,36000,0,100,1,1,1,1,0,1,1,1,1,1,1,0,36000,100,1,
cookie_pair_count,headers,contagem,anomalo,25065,25065,0,100,1,1,1,1,0,1,1,1,1,1,1,0,25065,100,1,
